image_path,Dry_Clover_g,Dry_Dead_g,Dry_Green_g,Dry_Total_g,GDM_g,Pre_GSHH_NDVI,Height_Ave_cm,State,Species,year,month,day_of_year,season
C:/Users/amant/Desktop/csiro_segmentation/data/train/ID384648061.jpg,0.0,27.7164,157.9836,185.7,157.9836,0.85,14.6667,NSW,Fescue,2015,10,279,Autumn
C:/Users/amant/Desktop/csiro_segmentation/data/train/ID386216505.jpg,3.0667,7.6667,21.4667,32.2,24.5333,0.63,4.0,Vic,Phalaris_Clover,2015,8,226,Summer
C:/Users/amant/Desktop/csiro_segmentation/data/train/ID397994621.jpg,0.0,0.0,81.0,81.0,81.0,0.86,9.0,NSW,Fescue,2015,5,127,Spring
C:/Users/amant/Desktop/csiro_segmentation/data/train/ID407646960.jpg,0.0,35.5862,71.9138,107.5,71.9138,0.59,11.0,NSW,Fescue,2015,2,56,Winter
C:/Users/amant/Desktop/csiro_segmentation/data/train/ID415656958.jpg,1.0707,11.2424,4.8182,17.1313,5.8889,0.71,4.0,Vic,Ryegrass,2015,6,177,Summer
C:/Users/amant/Desktop/csiro_segmentation/data/train/ID423506847.jpg,0.9821,10.8036,43.2143,55.0,44.1964,0.84,5.0,Vic,Phalaris_Clover,2015,8,230,Summer
C:/Users/amant/Desktop/csiro_segmentation/data/train/ID429799190.jpg,5.9241,21.8114,16.9645,44.7,22.8886,0.44,4.5,Vic,Phalaris_BarleyGrass_SilverGrass_SpearGrass_Clover_Capeweed,2015,10,286,Autumn
C:/Users/amant/Desktop/csiro_segmentation/data/train/ID431471530.jpg,0.0,1.2764,45.5236,46.8,45.5236,0.78,32.0,NSW,Lucerne,2015,4,91,Spring
C:/Users/amant/Desktop/csiro_segmentation/data/train/ID443091455.jpg,22.2594,11.9858,26.2547,60.5,48.5142,0.66,4.6667,Vic,Phalaris_Clover_Ryegrass_Barleygrass_Bromegrass,2015,10,287,Autumn
C:/Users/amant/Desktop/csiro_segmentation/data/train/ID471758347.jpg,0.0,3.3222,26.5778,29.9,26.5778,0.74,6.0,Vic,Phalaris_Clover,2015,8,226,Summer
C:/Users/amant/Desktop/csiro_segmentation/data/train/ID473494649.jpg,10.88,0.0,0.0,10.88,10.88,0.54,1.0,WA,SubcloverDalkeith,2015,9,244,Autumn
C:/Users/amant/Desktop/csiro_segmentation/data/train/ID475010202.jpg,36.76,0.0,0.0,36.76,36.76,0.71,1.0,WA,SubcloverLosa,2015,9,244,Autumn
C:/Users/amant/Desktop/csiro_segmentation/data/train/ID482555369.jpg,0.0,15.9,2.5,18.4,2.5,0.34,3.0,Tas,Ryegrass,2015,7,182,Summer
C:/Users/amant/Desktop/csiro_segmentation/data/train/ID488873801.jpg,0.7552,8.3076,22.9088,31.9716,23.664,0.62,2.0,Tas,Ryegrass_Clover,2015,6,177,Summer
C:/Users/amant/Desktop/csiro_segmentation/data/train/ID490139972.jpg,0.0,9.9537,35.9864,45.9401,35.9864,0.79,9.0,Tas,Ryegrass,2015,5,138,Spring
C:/Users/amant/Desktop/csiro_segmentation/data/train/ID498304885.jpg,0.0,7.4132,22.4868,29.9,22.4868,0.67,24.0,NSW,Lucerne,2015,5,127,Spring
